siren,adresse_ligne1,adresse_ligne2,adresse_ligne3,adress_nettoyee,adresse_regex
844734194,6 A Rue DU POINT DU JOUR,,,6 A RUE DU POINT DU JOUR  ,POINT$|JOUR$
831153812,,4 Rue des Arènes,, 4 RUE DES ARENES ,ARENES$
616220455,,Zone Industrielle de la Liane,, ZONE INDUSTRIELLE DE LA LIANE ,ZONE$|INDUSTRIELLE$|LIANE$
840930317,33 rue Le Peletier,,,33 RUE LE PELETIER  ,PELETIER$
801499229,,27 Chemin du Cachard,, 27 CHEMIN DU CACHARD ,CACHARD$
501249981,100/108 Avenue DU GENERAL LECLERC, LOT 207,,100 108 AVENUE DU GENERAL LECLERC  LOT 207 ,GENERAL$|LECLERC$|LOT$
797392479,27 Avenue Pasteur,,,27 AVENUE PASTEUR  ,PASTEUR$
839940020,7 rue des Haies,,,7 RUE DES HAIES  ,HAIES$
347471112,,1155 route de Vaïssac,Château de Longues Aygues, 1155 ROUTE DE VAISSAC CHATEAU DE LONGUES AYGUES,VAISSAC$|CHATEAU$|LONGUES$|AYGUES$
807872155,233 rue du Faubourg Saint-Martin,,,233 RUE DU FAUBOURG SAINT MARTIN  ,SAINT$|MARTIN$
503476772,27 Rue des Marronniers,,,27 RUE DES MARRONNIERS  ,MARRONNIERS$
853481190,,14 rue de la Faïencerie,, 14 RUE DE LA FAIENCERIE ,FAIENCERIE$
500731435,19 rue de Turenne,,,19 RUE DE TURENNE  ,TURENNE$
837666767,30  BIS RUE du Vieil Abreuvoir,,,30  BIS RUE DU VIEIL ABREUVOIR  ,VIEIL$|ABREUVOIR$
835331588,,52 Rue Saint-Brice,, 52 RUE SAINT BRICE ,SAINT$|BRICE$
824643068,,Quartier Mauresque,D1, QUARTIER MAURESQUE D1,MAURESQUE$
847509163,292 Avenue Maurice Thorez,,,292 AVENUE MAURICE THOREZ  ,MAURICE$|THOREZ$
834225013,,56 boulevard Gustave Flaubert,, 56 BOULEVARD GUSTAVE FLAUBERT ,GUSTAVE$|FLAUBERT$
850658832,,le Port Clos,, LE PORT CLOS ,PORT$|CLOS$
300512837,56 rue Traversière,,,56 RUE TRAVERSIERE  ,TRAVERSIERE$
320655087,8 avenue du Général Balfourier,,,8 AVENUE DU GENERAL BALFOURIER  ,GENERAL$|BALFOURIER$
327764908,,LA GRANGE ROUGE,, LA GRANGE ROUGE ,GRANGE$|ROUGE$
817465636,1er Etage,71 rue Henri Gautier,,1ER ETAGE 71 RUE HENRI GAUTIER ,ER$|ETAGE$|HENRI$|GAUTIER$
343738498,,56 avenue Notre Dame de la Santé,, 56 AVENUE NOTRE DAME DE LA SANTE ,DAME$|SANTE$
504707670,,Zae d'Audacieuse,, ZAE D AUDACIEUSE ,ZAE$|AUDACIEUSE$
341026011,,526 ZA Saint René,, 526 ZA SAINT RENE ,ZA$|SAINT$|RENE$
439932112,67 Route de Gençay,,,67 ROUTE DE GENCAY  ,GENCAY$
852418839,,52 rue Maréchal Foch,, 52 RUE MARECHAL FOCH ,MARECHAL$|FOCH$
803399690,1 Place Stalingrad,,,1 PLACE STALINGRAD  ,STALINGRAD$
394770531,,SARZIER,, SARZIER ,SARZIER$
789982717,43 Rue Théophile le Tiec,,,43 RUE THEOPHILE LE TIEC  ,THEOPHILE$|TIEC$
851205849,,451 Rue de la Digue,, 451 RUE DE LA DIGUE ,DIGUE$
402169635,,12 route de Nancy,, 12 ROUTE DE NANCY ,NANCY$
822150611,57 Rue de la République,,,57 RUE DE LA REPUBLIQUE  ,REPUBLIQUE$
394341143,4 Rue POULAIN,,,4 RUE POULAIN  ,POULAIN$
434743555,,20 route du Méteil,Mazé, 20 ROUTE DU METEIL MAZE,METEIL$|MAZE$
844716035,17  l'Astouret,,,17  L ASTOURET  ,ASTOURET$
531466548,,1 rue d'Etrembières,place Alexandre Moret, 1 RUE D ETREMBIERES PLACE ALEXANDRE MORET,ETREMBIERES$|ALEXANDRE$|MORET$
452775497,16 rue Anne Josephe du Bourg,,,16 RUE ANNE JOSEPHE DU BOURG  ,ANNE$|JOSEPHE$|BOURG$
384222733,,Le Mont,, LE MONT ,MONT$
398084533,,7 place du Général Leclerc,La Ferté Macé, 7 PLACE DU GENERAL LECLERC LA FERTE MACE,GENERAL$|LECLERC$|FERTE$|MACE$
402503031,,2 LOT. LA QUIETA,, 2 LOT  LA QUIETA ,LOT$|QUIETA$
332910579,,"CENTRE COMMERCIAL BIOT 3000, ROUTE DE LA MER",, CENTRE COMMERCIAL BIOT 3000  ROUTE DE LA MER ,CENTRE$|COMMERCIAL$|BIOT$|MER$
401258439,3 Rue PASTEUR,,,3 RUE PASTEUR  ,PASTEUR$
531328722,,113 Chemin de Fontanières,, 113 CHEMIN DE FONTANIERES ,FONTANIERES$
488886672,47 Avenue Jeanne d arc,,,47 AVENUE JEANNE D ARC  ,JEANNE$|ARC$
811135698, Rue Costa de Beauregard, l'Orionde,, RUE COSTA DE BEAUREGARD  L ORIONDE ,COSTA$|BEAUREGARD$|ORIONDE$
431854439,,2 rue Louis Alphonse Poitevin,, 2 RUE LOUIS ALPHONSE POITEVIN ,LOUIS$|ALPHONSE$|POITEVIN$
450648696,19 AVE  de la Division,,Leclerc,19 AVE  DE LA DIVISION  LECLERC,AVE$|DIVISION$|LECLERC$
789454279,  Duines,,,  DUINES  ,DUINES$
849886015,,5 La haye,Vasteville, 5 LA HAYE VASTEVILLE,HAYE$|VASTEVILLE$
849826276,,23 rue Raynal,, 23 RUE RAYNAL ,RAYNAL$
403038037,,181 Route Des Sarves,, 181 ROUTE DES SARVES ,SARVES$
348442989,81 BIS Boulevard DE LA REPUBLIQUE,,,81 BIS BOULEVARD DE LA REPUBLIQUE  ,REPUBLIQUE$
382396653,,,,  ,
809142813,,160 Chemin de Bièze,, 160 CHEMIN DE BIEZE ,BIEZE$
478358740,,27 AVENUE DE VERDUN,RES NICE PLAGE, 27 AVENUE DE VERDUN RES NICE PLAGE,VERDUN$|RES$|NICE$|PLAGE$
539410886,110 Route de Leuville,,,110 ROUTE DE LEUVILLE  ,LEUVILLE$
835285792,24 Boulevard de la Porte Verte,,,24 BOULEVARD DE LA PORTE VERTE  ,PORTE$|VERTE$
838895050,7 rue des Hospices,,,7 RUE DES HOSPICES  ,HOSPICES$
843902164,12  La Méttrie,,CHASNE SUR ILLET,12  LA METTRIE  CHASNE SUR ILLET,METTRIE$|CHASNE$|ILLET$
848038519,Chez Tebibel Fadia,20 rue de Nantes,,CHEZ TEBIBEL FADIA 20 RUE DE NANTES ,CHEZ$|TEBIBEL$|FADIA$|NANTES$
832736839,55 Rue Jean Jaurès,,,55 RUE JEAN JAURES  ,JEAN$|JAURES$
413755158,66 avenue des Champs-Élysées,,,66 AVENUE DES CHAMPS ELYSEES  ,CHAMPS$|ELYSEES$
488333881,80 rue Saint-Charles,,,80 RUE SAINT CHARLES  ,SAINT$|CHARLES$
845354158,,24 route de Kergroix,, 24 ROUTE DE KERGROIX ,KERGROIX$
843401126,1 Chemin de la Messe, les Basses Bergeries,,1 CHEMIN DE LA MESSE  LES BASSES BERGERIES ,MESSE$|BASSES$|BERGERIES$
833981533,11 A Rue Louis Astruc,,,11 A RUE LOUIS ASTRUC  ,LOUIS$|ASTRUC$
822400487,7 rue des Cormorans,,,7 RUE DES CORMORANS  ,CORMORANS$
413389289,97 Rue Sauveur Tobelem,,,97 RUE SAUVEUR TOBELEM  ,SAUVEUR$|TOBELEM$
448888024,28 rue des Hirondelles Cannettecourt,,,28 RUE DES HIRONDELLES CANNETTECOURT  ,HIRONDELLES$|CANNETTECOURT$
852604115,19 boulevard des Batignolles,,,19 BOULEVARD DES BATIGNOLLES  ,BATIGNOLLES$
851738757,,Hameau Sabarthes,, HAMEAU SABARTHES ,SABARTHES$
878669241,30 rue des Chaufourniers,,,30 RUE DES CHAUFOURNIERS  ,CHAUFOURNIERS$
493589774,,58 rue du pont à l'herbe,, 58 RUE DU PONT A L HERBE ,PONT$|HERBE$
535106611,16 Rue des Orgues,,,16 RUE DES ORGUES  ,ORGUES$
433987922,,6 Rue Paul Valérien Perrin,, 6 RUE PAUL VALERIEN PERRIN ,PAUL$|VALERIEN$|PERRIN$
789222536,33 avenue du Maine - Tour Maine Montparnasse,,,33 AVENUE DU MAINE   TOUR MAINE MONTPARNASSE  ,MAINE$|TOUR$|MAINE$|MONTPARNASSE$
489125781,,42 RUE DE LA GARE,, 42 RUE DE LA GARE ,GARE$
840378616,4 Rue Maurice Ravel,,,4 RUE MAURICE RAVEL  ,MAURICE$|RAVEL$
383567757,,,,  ,
378069546,,38 rue Carnot,, 38 RUE CARNOT ,CARNOT$
820236107,,51 avenue de Louisville,, 51 AVENUE DE LOUISVILLE ,LOUISVILLE$
423442730,,le Loguy,, LE LOGUY ,LOGUY$
799541883,99 Avenue DE VENTADOUR,,,99 AVENUE DE VENTADOUR  ,VENTADOUR$
812015832,,13 lotissement les Bruyères Cordieux,, 13 LOTISSEMENT LES BRUYERES CORDIEUX ,BRUYERES$|CORDIEUX$
817586001,,11 place des Aires,, 11 PLACE DES AIRES ,AIRES$
832315113,,90 Rue Jaboulay,, 90 RUE JABOULAY ,JABOULAY$
750532673,25 rue de l'Abreuvoir,,,25 RUE DE L ABREUVOIR  ,ABREUVOIR$
561721143,,1 Place Gambetta,, 1 PLACE GAMBETTA ,GAMBETTA$
379151590,,Rue de Bernardy,, RUE DE BERNARDY ,BERNARDY$
792042871,,25 rue de Messei,, 25 RUE DE MESSEI ,MESSEI$
750941676,18 rue du Genet,,,18 RUE DU GENET  ,GENET$
880093356,,27 Avenue Turgot,, 27 AVENUE TURGOT ,TURGOT$
380369934,,63 Avenue de la Libération,, 63 AVENUE DE LA LIBERATION ,LIBERATION$
807771738,222 Chemin de Provence, les Bastides d'Azur I I,,222 CHEMIN DE PROVENCE  LES BASTIDES D AZUR I I ,PROVENCE$|BASTIDES$|AZUR$
842681181,3 villa Jocelyn,,,3 VILLA JOCELYN  ,JOCELYN$
830912499,19 Avenue Henri Barbusse,,,19 AVENUE HENRI BARBUSSE  ,HENRI$|BARBUSSE$
788979342,,32 Avenue des Mourlingues,, 32 AVENUE DES MOURLINGUES ,MOURLINGUES$
435004114,,route de la Zone Industrielle,Lieu-Dit la Barbouillere, ROUTE DE LA ZONE INDUSTRIELLE LIEU DIT LA BARBOUILLERE,ZONE$|INDUSTRIELLE$|LIEU$|DIT$|BARBOUILLERE$
843304346,,6 Place des Lions,, 6 PLACE DES LIONS ,LIONS$
834664856,,21 Rue Francine Fromont,, 21 RUE FRANCINE FROMONT ,FRANCINE$|FROMONT$
389957382,,Le Garay,, LE GARAY ,GARAY$
330753047,,77 Rue Louis Brindeau,, 77 RUE LOUIS BRINDEAU ,LOUIS$|BRINDEAU$
440324747,,17 Rue des Pérouses,, 17 RUE DES PEROUSES ,PEROUSES$
819820333,18 Rue Élie Faure,,,18 RUE ELIE FAURE  ,ELIE$|FAURE$
483577730,,93 avenue d'Aubière,, 93 AVENUE D AUBIERE ,AUBIERE$
421416330,,"RESIDENCE L'ECU - 78, BOULEVARD DE STRASBOURG",, RESIDENCE L ECU   78  BOULEVARD DE STRASBOURG ,ECU$|STRASBOURG$
388386666,150 Avenue DE STALINGRAD,,,150 AVENUE DE STALINGRAD  ,STALINGRAD$
378748891,,LIEUDIT LE VILLAGE,ENVRONVILLE, LIEUDIT LE VILLAGE ENVRONVILLE,LIEUDIT$|ENVRONVILLE$
838982049,,6 Avenue Commandant Théron,, 6 AVENUE COMMANDANT THERON ,COMMANDANT$|THERON$
833518053,,1630 chemin des Combes,le Forum, 1630 CHEMIN DES COMBES LE FORUM,COMBES$|FORUM$
432317196,,PÉDESCAUT,, PEDESCAUT ,PEDESCAUT$
812296390,24 Avenue Jean Sébastien Bach,,,24 AVENUE JEAN SEBASTIEN BACH  ,JEAN$|SEBASTIEN$|BACH$
793699661,17 Rue DES MARAIS,,,17 RUE DES MARAIS  ,MARAIS$
823231162,,3 rue des Jardins,, 3 RUE DES JARDINS ,JARDINS$
421304395,7 rue Lincoln,,,7 RUE LINCOLN  ,LINCOLN$
538705260,,51 Avenue du Maréchal de Saxe,, 51 AVENUE DU MARECHAL DE SAXE ,MARECHAL$|SAXE$
423564285,14 avenue de l Industrie,,,14 AVENUE DE L INDUSTRIE  ,INDUSTRIE$
839599289,,30 Avenue du Conflent,, 30 AVENUE DU CONFLENT ,CONFLENT$
434398863,3 rue Etienne Dolet 6 R des Maronites,,,3 RUE ETIENNE DOLET 6 R DES MARONITES  ,ETIENNE$|DOLET$|MARONITES$
318228871,,1 rue Paul Colonna d'Istria,, 1 RUE PAUL COLONNA D ISTRIA ,PAUL$|COLONNA$|ISTRIA$
510894249,,10 Rue Flandre Dunkerque,, 10 RUE FLANDRE DUNKERQUE ,FLANDRE$|DUNKERQUE$
843855511,8 Rue du Chat qui Pêche,,,8 RUE DU CHAT QUI PECHE  ,CHAT$|PECHE$
814738555,29/31 Boulevard DE LA METTE,,,29 31 BOULEVARD DE LA METTE  ,METTE$
512777103,25 Rue Bossuet,,,25 RUE BOSSUET  ,BOSSUET$
798258414,709 Avenue du 15 ème Corps, Quartier Pont du Las,,709 AVENUE DU 15 EME CORPS  QUARTIER PONT DU LAS ,EME$|CORPS$|PONT$|LAS$
597242239,"""chateau Clairval""",,, CHATEAU CLAIRVAL   ,CHATEAU$|CLAIRVAL$
514499383,,8 Impasse des Jacinthes,, 8 IMPASSE DES JACINTHES ,JACINTHES$
479125841,5 bis rue du Capitaine Ferber,,,5 BIS RUE DU CAPITAINE FERBER  ,CAPITAINE$|FERBER$
390443257,,"Maison Pouy,",, MAISON POUY  ,MAISON$|POUY$
844424945,13 Rue De Neuilly,,,13 RUE DE NEUILLY  ,NEUILLY$
800755803,35 RUE  des Cailloux,,,35 RUE  DES CAILLOUX  ,CAILLOUX$
352769269,, 23 AV. DE VERDUN,MENTON,  23 AV  DE VERDUN MENTON,AV$|VERDUN$|MENTON$
841821010,,32-34 Rue de Vire,St Sever Calvados, 32 34 RUE DE VIRE ST SEVER CALVADOS,VIRE$|ST$|SEVER$|CALVADOS$
508397155,,83 Chemin des Contrebandiers,Ornacieux, 83 CHEMIN DES CONTREBANDIERS ORNACIEUX,CONTREBANDIERS$|ORNACIEUX$
504747981,41 rue François 1er,,,41 RUE FRANCOIS 1ER  ,FRANCOIS$|ER$
389794223,60 Avenue de la Croix Rouge,,,60 AVENUE DE LA CROIX ROUGE  ,CROIX$|ROUGE$
321391476,Pôle d'Activités,,,POLE D ACTIVITES  ,POLE$|ACTIVITES$
820499549,91 rue du Faubourg Saint-Honoré,,,91 RUE DU FAUBOURG SAINT HONORE  ,SAINT$|HONORE$
378973382,,LIEU DU BASSIN,POUILLY EN AUXOIS, LIEU DU BASSIN POUILLY EN AUXOIS,LIEU$|BASSIN$|POUILLY$|AUXOIS$
790435002,35 quai du Wault,,,35 QUAI DU WAULT  ,WAULT$
830399788,52 avenue de La Motte-Picquet,,,52 AVENUE DE LA MOTTE PICQUET  ,MOTTE$|PICQUET$
484055298,,7 rue Louis Lépine,Segré, 7 RUE LOUIS LEPINE SEGRE,LOUIS$|LEPINE$|SEGRE$
438657603,14 Avenue Paul Déroulède,,,14 AVENUE PAUL DEROULEDE  ,PAUL$|DEROULEDE$
429129117,,6 place de l'Ancienne Boucherie,, 6 PLACE DE L ANCIENNE BOUCHERIE ,ANCIENNE$|BOUCHERIE$
819941691,"80 boulevard du Mandinet, Lognes",,,80 BOULEVARD DU MANDINET  LOGNES  ,MANDINET$|LOGNES$
434534806,14 Rue DUNOYER DE SEGONZAC, C/O SARL 2RS,,14 RUE DUNOYER DE SEGONZAC  C O SARL 2RS ,DUNOYER$|SEGONZAC$|SARL$|RS$
528328693,,8 Rue du Cimetière,, 8 RUE DU CIMETIERE ,CIMETIERE$
479773806,,11 Rue Royale,, 11 RUE ROYALE ,ROYALE$
381262815,25 Avenue DU 8 MAI 1945,,,25 AVENUE DU 8 MAI 1945  ,MAI$
844754184,,Kerdavido,, KERDAVIDO ,KERDAVIDO$
334225539,,1 RUE DE L'AIGUILLERIE,, 1 RUE DE L AIGUILLERIE ,AIGUILLERIE$
533293825,3 Route de la Peysse,,,3 ROUTE DE LA PEYSSE  ,PEYSSE$
479284283,,quartier le Bas Paraire,, QUARTIER LE BAS PARAIRE ,BAS$|PARAIRE$
492108840,9 Boulevard JEAN JAURES,,,9 BOULEVARD JEAN JAURES  ,JEAN$|JAURES$
533698734,,134 chemin de la Pierre Bleue,, 134 CHEMIN DE LA PIERRE BLEUE ,PIERRE$|BLEUE$
789431368,  Saint Louis,,,  SAINT LOUIS  ,SAINT$|LOUIS$
381013424,,Allée de la Musardière,, ALLEE DE LA MUSARDIERE ,ALLEE$|MUSARDIERE$
352533921,,24 Avenue Maréchal de Lattre de Tassigny,, 24 AVENUE MARECHAL DE LATTRE DE TASSIGNY ,MARECHAL$|LATTRE$|TASSIGNY$
878361468,,152 Route du Chapeau Rouge,, 152 ROUTE DU CHAPEAU ROUGE ,CHAPEAU$|ROUGE$
432375038,,45 rue du Vieux Hangot,, 45 RUE DU VIEUX HANGOT ,VIEUX$|HANGOT$
507865566,,1995 B route des Milles,, 1995 B ROUTE DES MILLES ,MILLES$
814613105,,3 Lieu-dit Roveneuc,, 3 LIEU DIT ROVENEUC ,LIEU$|DIT$|ROVENEUC$
420048050,3 place de la Grange,,,3 PLACE DE LA GRANGE  ,GRANGE$
834390957,29 Rue du Rouet,,,29 RUE DU ROUET  ,ROUET$
450075692,,"Immeuble Pauline Bonaparte, Rue Nicolas Péraldi",, IMMEUBLE PAULINE BONAPARTE  RUE NICOLAS PERALDI ,IMMEUBLE$|PAULINE$|BONAPARTE$|NICOLAS$|PERALDI$
377842489,,,,  ,
834244477,,7 rue Hoche,, 7 RUE HOCHE ,HOCHE$
492227608,,8 Place de l'Eglise,, 8 PLACE DE L EGLISE ,EGLISE$
308568765,6 passage Championnet,,,6 PASSAGE CHAMPIONNET  ,CHAMPIONNET$
838702314,,2 impasse des Saltimbanques,, 2 IMPASSE DES SALTIMBANQUES ,SALTIMBANQUES$
497860346,2-4 Rue MARYSE BASTIE,,,2 4 RUE MARYSE BASTIE  ,MARYSE$|BASTIE$
820784668,,71 Rue du Bugey,, 71 RUE DU BUGEY ,BUGEY$
793530601,92 Rue de la République,,,92 RUE DE LA REPUBLIQUE  ,REPUBLIQUE$
803882018,54 bis rue de Pérenchies,,,54 BIS RUE DE PERENCHIES  ,PERENCHIES$
530202258,1 Impasse Nicolas, Résidence Saint Nicolas,,1 IMPASSE NICOLAS  RESIDENCE SAINT NICOLAS ,NICOLAS$|SAINT$|NICOLAS$
835237249,95 rue de Crimée,,,95 RUE DE CRIMEE  ,CRIMEE$
853799849,,145 Rue Jean Moulin,, 145 RUE JEAN MOULIN ,JEAN$|MOULIN$
521352310,,Lieu-dit Champ Rolland,, LIEU DIT CHAMP ROLLAND ,LIEU$|DIT$|CHAMP$|ROLLAND$
520747569,,Cazornhe,, CAZORNHE ,CAZORNHE$
823593215,5Bis Rue Henri Barbusse,,,5BIS RUE HENRI BARBUSSE  ,HENRI$|BARBUSSE$
443497482,boulevard Eiffel ZA la Verdure Belleville-sur-Vie,,,BOULEVARD EIFFEL ZA LA VERDURE BELLEVILLE SUR VIE  ,EIFFEL$|ZA$|VERDURE$|BELLEVILLE$|VIE$
503110298,,890 route de Realpanier,, 890 ROUTE DE REALPANIER ,REALPANIER$
828272542,,2B rue de Rastignac,, 2B RUE DE RASTIGNAC ,RASTIGNAC$
841612955,,44 Rue de Bourgogne,Appartement A41, 44 RUE DE BOURGOGNE APPARTEMENT A41,BOURGOGNE$|APPARTEMENT$
788738896,12 Rue du Beaujoley,,La Guéroulde,12 RUE DU BEAUJOLEY  LA GUEROULDE,BEAUJOLEY$|GUEROULDE$
879087054,,231 Impasse De Charva,, 231 IMPASSE DE CHARVA ,CHARVA$
530511831, Lieu-dit Closerie de la Source,,, LIEU DIT CLOSERIE DE LA SOURCE  ,LIEU$|DIT$|CLOSERIE$|SOURCE$
829296763,,1 rue Francis Meilland,, 1 RUE FRANCIS MEILLAND ,FRANCIS$|MEILLAND$
802837401,ZA les Haies de Chatillon,,,ZA LES HAIES DE CHATILLON  ,ZA$|HAIES$|CHATILLON$
343531943,,Quartier les Touchines,la Roque-sur-Pernes, QUARTIER LES TOUCHINES LA ROQUE SUR PERNES,TOUCHINES$|ROQUE$|PERNES$
395030125,3 Rue François Mitterrand,,,3 RUE FRANCOIS MITTERRAND  ,FRANCOIS$|MITTERRAND$
843625328,,Lieu dit Monville,, LIEU DIT MONVILLE ,LIEU$|DIT$|MONVILLE$
813715836,9 Rue des Charmilles,,,9 RUE DES CHARMILLES  ,CHARMILLES$
802900241,52 rue de Bassano,,,52 RUE DE BASSANO  ,BASSANO$
842275836,,28 chemin de Rozarglin,, 28 CHEMIN DE ROZARGLIN ,ROZARGLIN$
820371755,6 Allée Mozart,,,6 ALLEE MOZART  ,ALLEE$|MOZART$
802536953,,15 Rue Madame,, 15 RUE MADAME ,MADAME$
523705515,,2 Place Auguste Albert,, 2 PLACE AUGUSTE ALBERT ,AUGUSTE$|ALBERT$
518806500,,150 Allée des Noisetiers,, 150 ALLEE DES NOISETIERS ,ALLEE$|NOISETIERS$
448855668,15 Rue Cassini,,,15 RUE CASSINI  ,CASSINI$
400100954,54 Boulevard MAILLOT,,,54 BOULEVARD MAILLOT  ,MAILLOT$
524057510,,13 rue Arthur Rimbaud,, 13 RUE ARTHUR RIMBAUD ,ARTHUR$|RIMBAUD$
482268570,,14 RUE QUINQUAINE,, 14 RUE QUINQUAINE ,QUINQUAINE$
434527859,1 Boulevard de la Poterie,,,1 BOULEVARD DE LA POTERIE  ,POTERIE$
793288234,11 Route D' Opio,,,11 ROUTE D  OPIO  ,OPIO$
819052390,58 Boulevard Pasteur,,,58 BOULEVARD PASTEUR  ,PASTEUR$
449725621,8-8 bis quai de la Marie,,,8 8 BIS QUAI DE LA MARIE  ,MARIE$
850952540,  La Savinaz,,,  LA SAVINAZ  ,SAVINAZ$
500590146,,181 Rue de la République,Belleville, 181 RUE DE LA REPUBLIQUE BELLEVILLE,REPUBLIQUE$|BELLEVILLE$
534318894,5 Allée DES TUILIERS,,,5 ALLEE DES TUILIERS  ,ALLEE$|TUILIERS$
510457211,9 Rue de Lérins Résidence Antares, chez Madame HOLLMAN Jacqueline,,9 RUE DE LERINS RESIDENCE ANTARES  CHEZ MADAME HOLLMAN JACQUELINE ,LERINS$|ANTARES$|CHEZ$|MADAME$|HOLLMAN$|JACQUELINE$
834972457,173 quai de Valmy,,,173 QUAI DE VALMY  ,VALMY$
848215638,31 avenue de Ségur,,,31 AVENUE DE SEGUR  ,SEGUR$
404160111,170 Boulevard DE LA VALBARELLE,,,170 BOULEVARD DE LA VALBARELLE  ,VALBARELLE$
839086758,23 Rue Caravelle,,,23 RUE CARAVELLE  ,CARAVELLE$
504120874,,13 Chemin Benech,, 13 CHEMIN BENECH ,BENECH$
878910918,,11 Rue Auguste Renoir,, 11 RUE AUGUSTE RENOIR ,AUGUSTE$|RENOIR$
814253886,33 rue Fessart,,,33 RUE FESSART  ,FESSART$
850410481,71 avenue Victor Hugo,,,71 AVENUE VICTOR HUGO  ,VICTOR$|HUGO$
848143590,,6601 route Départementale 562,le Plan Occidental, 6601 ROUTE DEPARTEMENTALE 562 LE PLAN OCCIDENTAL,DEPARTEMENTALE$|PLAN$|OCCIDENTAL$
795344191,24 route du Gois Appartement 8 Barbatre,,,24 ROUTE DU GOIS APPARTEMENT 8 BARBATRE  ,GOIS$|APPARTEMENT$|BARBATRE$
481393783,17 Rue DU DOCTEUR PESQUE,,,17 RUE DU DOCTEUR PESQUE  ,DOCTEUR$|PESQUE$
833467566,152 boulevard Pereire,,,152 BOULEVARD PEREIRE  ,PEREIRE$
819400201,,41 le Peyrat,, 41 LE PEYRAT ,PEYRAT$
811724046,1 place Armand Carrel,,,1 PLACE ARMAND CARREL  ,ARMAND$|CARREL$
799853270,,38 avenue de la Vallée des Baux,, 38 AVENUE DE LA VALLEE DES BAUX ,VALLEE$|BAUX$
850290792,39 Avenue DU GENERAL LECLERC,,,39 AVENUE DU GENERAL LECLERC  ,GENERAL$|LECLERC$
512911496,,route de Laives,, ROUTE DE LAIVES ,LAIVES$
529893885,,1 Route de Lézat,, 1 ROUTE DE LEZAT ,LEZAT$
348746322,,"avenue LOUIS LUMIERE, ZONE INDUSTRIELLE",, AVENUE LOUIS LUMIERE  ZONE INDUSTRIELLE ,LOUIS$|LUMIERE$|ZONE$|INDUSTRIELLE$
797542388,68 Boulevard Carnot,,,68 BOULEVARD CARNOT  ,CARNOT$
432721652,3 Rue DE L AUBRAC, ZI DE LA PETITE MONTAGNE SUD,CE 1714,3 RUE DE L AUBRAC  ZI DE LA PETITE MONTAGNE SUD CE 1714,AUBRAC$|ZI$|PETITE$|MONTAGNE$|SUD$
848864583,,8 Rue Montespan,, 8 RUE MONTESPAN ,MONTESPAN$
419530183,8 rue Saint-Martin,,,8 RUE SAINT MARTIN  ,SAINT$|MARTIN$
454067513,  Le Roseland - Batiment A, ZAC du Village Olympique,,  LE ROSELAND   BATIMENT A  ZAC DU VILLAGE OLYMPIQUE ,ROSELAND$|BATIMENT$|ZAC$|OLYMPIQUE$
832828099,,3 Rue de la Gare,, 3 RUE DE LA GARE ,GARE$
400316261,1 rue Jules Ferry,,,1 RUE JULES FERRY  ,JULES$|FERRY$
838670883,6 Rue Paul Bonna,,,6 RUE PAUL BONNA  ,PAUL$|BONNA$
833383219,,14 T Rue Marius Grosso,, 14 T RUE MARIUS GROSSO ,MARIUS$|GROSSO$
345389084,,48 Rue d'Armenonville,LE HAVRE, 48 RUE D ARMENONVILLE LE HAVRE,ARMENONVILLE$|HAVRE$
448489476,2 ter rue de Crevecoeur Chemin Dit de la Mare,,,2 TER RUE DE CREVECOEUR CHEMIN DIT DE LA MARE  ,TER$|CREVECOEUR$|DIT$|MARE$
844733154,,16 rue du Doyen,, 16 RUE DU DOYEN ,DOYEN$
815109715,,8 bis Boulevard Gambetta,, 8 BIS BOULEVARD GAMBETTA ,GAMBETTA$
483416780,21 avenue de Mindin,,,21 AVENUE DE MINDIN  ,MINDIN$
842644486,2 Rue de la Caille,,,2 RUE DE LA CAILLE  ,CAILLE$
839175874,,4 rue Arlette Remia,, 4 RUE ARLETTE REMIA ,ARLETTE$|REMIA$
851678953,,46 Ruelle de l'Église,, 46 RUELLE DE L EGLISE ,EGLISE$
798483996,,65 rue Henri le Sidaner,, 65 RUE HENRI LE SIDANER ,HENRI$|SIDANER$
326185725,002 Rue BEAUREGARD,,,002 RUE BEAUREGARD  ,BEAUREGARD$
333519650,,59 RUE DE LIEGE,, 59 RUE DE LIEGE ,LIEGE$
453541823,,la Herse,, LA HERSE ,HERSE$
487430290,,8 RUE CHARLES BRENNUS,, 8 RUE CHARLES BRENNUS ,CHARLES$|BRENNUS$
838579167,50 Rue Victor Billon,,,50 RUE VICTOR BILLON  ,VICTOR$|BILLON$
523251353,,5 Rue Saint Pantaléon,, 5 RUE SAINT PANTALEON ,SAINT$|PANTALEON$
514878735,,10 rue Pierre Peugeot,, 10 RUE PIERRE PEUGEOT ,PIERRE$|PEUGEOT$
838635183,,61 Rue de Bourgogne,, 61 RUE DE BOURGOGNE ,BOURGOGNE$
840826036,,1 Rue des Roses,, 1 RUE DES ROSES ,ROSES$
328633664,,6 route d'Eternoz,, 6 ROUTE D ETERNOZ ,ETERNOZ$
311732499,route de Nozay Z,,,ROUTE DE NOZAY Z  ,NOZAY$
532867629,7 Rue Donatello,,COURBEVOIE,7 RUE DONATELLO  COURBEVOIE,DONATELLO$|COURBEVOIE$
